item_id,modifiers,participant_id,session_id,s3_bucket,s3_object_key,face_crop_s3_object_key,face_crop_s3_bucket,fps,video_length,num_frames,resolution,video_codec_original,audio_codec_original,self_face_swap,processing_mode,processing_config_face_swapper_model,demographics_gender,demographics_native_language,demographics_age_group,technical_info_recording_software,technical_info_device_type,technical_info_device_brand_model,is_speaking,gestures,head_direction,dataset_labels,created_at,teams_meeting_id,duration,r_fps,avg_fps,width,height,has_audio,audio_codec_ffprobe,video_codec_ffprobe,frame_count,bit_rate,profile,pix_fmt,chroma_subsampling,color_range,color_space,color_transfer,color_primaries,chroma_location,field_order,time_base,is_likely_vfr,type,vfrdet_vfr_ratio,vfrdet_vfr_frames,vfrdet_total_frames,vfrdet_min_delta,vfrdet_max_delta,vfrdet_is_vfr,dirname
00673--7d6d43fd-d8a9-45bf-9164-b4bffa4f8643,facefusion-identity-swap-v1,673,7d6d43fd-d8a9-45bf-9164-b4bffa4f8643,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00673/00673_7d6d43fd-d8a9-45bf-9164-b4bffa4f8643.mov,00008/ac26e2d8-74ba-4f3c-857c-1f3388c22fcd_face_crop.png,grl-mleng-dsfactory-training-faces,30.00436255899132,31.866229,956,1280x720,h264,aac,0.0,,inswapper_128,Female,English,25–34,Windows Camera App (Windows default),MacBook (any model),Macbook Pro 14.2,True,"[{'type': 'speaking', 'description': 'Talk about your favorite season and why'}]",left,['v1.0.0_dataset'],2025-06-16T18:16:51.566646Z,,31.862033,708403/23610,708403/23610,1280,720,False,,h264,956,37638641,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/708403,True,mov,,,,,,,facefusion-identity-swap/00673
00458--e90747bf-16ad-4988-805c-c88834439639,raw,458,e90747bf-16ad-4988-805c-c88834439639,grl-mleng-dsfactory-training-video-data,raw/00458/e90747bf-16ad-4988-805c-c88834439639.mov,,,30.12035241457301,46.537438,1401,1280x720,h264,aac,,,,Male,Polish,18–24,Windows Camera App (Windows default),Windows laptop,Acer Swift,False,"[{'category': 'deictic', 'type': 'gesture', 'description': 'gesture to right'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'raised fist'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point to self'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'shrug'}, {'category': 'affective', 'type': 'gesture', 'description': 'eye rub'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:15.663272Z,,46.5134,60/1,7005000/232567,1280,720,True,aac,h264,1401,7903577,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.936429,1311.0,89.0,944.0,14882.0,True,raw/00458
00458--e90747bf-16ad-4988-805c-c88834439639,facefusion-identity-swap-v1,458,e90747bf-16ad-4988-805c-c88834439639,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00458/00458_e90747bf-16ad-4988-805c-c88834439639.mov,00569/50ebc7f7-40e7-4f20-b051-9fc59d3ef9e4_face_crop.png,grl-mleng-dsfactory-training-faces,30.12035241457301,46.537438,1401,1280x720,h264,aac,0.0,,inswapper_128,Male,Polish,18–24,Windows Camera App (Windows default),Windows laptop,Acer Swift,False,"[{'category': 'deictic', 'type': 'gesture', 'description': 'gesture to right'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'raised fist'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point to self'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'shrug'}, {'category': 'affective', 'type': 'gesture', 'description': 'eye rub'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:15.663272Z,,46.5134,714515/23722,714515/23722,1280,720,False,,h264,1401,20471545,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/714515,True,mov,,,,,,,facefusion-identity-swap/00458
00074--08cbaa72-31e9-4e01-a37a-dec9ba48bea1,raw,74,08cbaa72-31e9-4e01-a37a-dec9ba48bea1,grl-mleng-dsfactory-training-video-data,raw/00074/08cbaa72-31e9-4e01-a37a-dec9ba48bea1.mov,,,30.093403830623657,39.400667,1185,1280x720,h264,aac,,,,Female,,25–34,Windows Camera App (Windows default),Windows laptop,Hp elite book 840 G3,False,"[{'category': 'facial', 'type': 'pose', 'description': 'frown'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'beat', 'type': 'gesture', 'description': 'small hand bob'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}]",variable,['v1.0.0_dataset'],2025-06-13T16:06:07.204341Z,,39.400667,60/1,1975000/65629,1280,720,True,aac,h264,1185,8242167,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.955236,1131.0,53.0,939.0,1449.0,True,raw/00074
00074--08cbaa72-31e9-4e01-a37a-dec9ba48bea1,facefusion-v1,74,08cbaa72-31e9-4e01-a37a-dec9ba48bea1,grl-mleng-dsfactory-training-video-data,facefusion/00074/00074_08cbaa72-31e9-4e01-a37a-dec9ba48bea1.mov,,,30.093403830623657,39.400667,1185,1280x720,h264,aac,1.0,,inswapper_128,Female,,25–34,Windows Camera App (Windows default),Windows laptop,Hp elite book 840 G3,False,"[{'category': 'facial', 'type': 'pose', 'description': 'frown'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'beat', 'type': 'gesture', 'description': 'small hand bob'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}]",variable,['v1.0.0_dataset'],2025-06-13T16:06:07.204341Z,,39.3774,119531/3972,119531/3972,1280,720,False,,h264,1185,30021071,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/119531,True,mov,,,,,,,facefusion/00074
00154--99f554bb-d57a-4960-b2c2-13cfb92368b7,raw,154,99f554bb-d57a-4960-b2c2-13cfb92368b7,grl-mleng-dsfactory-training-video-data,raw/00154/99f554bb-d57a-4960-b2c2-13cfb92368b7.mov,,,30.071830884371124,52.739021,1585,1280x720,h264,aac,,,,Female,english,25–34,Windows Camera App (Windows default),Windows laptop,Acer Aspire 3,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'beat', 'type': 'gesture', 'description': 'small hand bob'}, {'category': 'postural', 'type': 'pose', 'description': 'lean forward'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand wave in circle'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:07.101101Z,,52.739021,60/1,23775000/790607,1280,720,True,aac,h264,1585,8162300,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.771465,1222.0,362.0,945.0,1449.0,True,raw/00154
00154--99f554bb-d57a-4960-b2c2-13cfb92368b7,facefusion-v1,154,99f554bb-d57a-4960-b2c2-13cfb92368b7,grl-mleng-dsfactory-training-video-data,facefusion/00154/00154_99f554bb-d57a-4960-b2c2-13cfb92368b7.mov,,,30.071830884371124,52.739021,1585,1280x720,h264,aac,1.0,,inswapper_128,Female,english,25–34,Windows Camera App (Windows default),Windows laptop,Acer Aspire 3,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'beat', 'type': 'gesture', 'description': 'small hand bob'}, {'category': 'postural', 'type': 'pose', 'description': 'lean forward'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand wave in circle'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:07.101101Z,,52.707133,843575/28052,843575/28052,1280,720,False,,h264,1585,24614486,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/843575,True,mov,,,,,,,facefusion/00154
00011--6b725ce5-0564-49bc-bf07-ee79534e78b8,raw,11,6b725ce5-0564-49bc-bf07-ee79534e78b8,grl-mleng-dsfactory-training-video-data,raw/00011/6b725ce5-0564-49bc-bf07-ee79534e78b8.mov,,,29.97421070744236,47.0738,1411,1280x720,h264,aac,,,,Male,,45–54,Windows Camera App (Windows default),Windows laptop,Hp elitebook 1040G3,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'beat', 'type': 'gesture', 'description': 'jaw clench'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimicking writing'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point forward'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}]",variable,['v1.0.0_dataset'],2025-06-13T16:05:00.397180Z,,47.0738,60/1,7055000/235369,1280,720,True,aac,h264,1411,8146315,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.939716,1325.0,85.0,665.0,1565.0,True,raw/00011
00011--6b725ce5-0564-49bc-bf07-ee79534e78b8,facefusion-identity-swap-v1,11,6b725ce5-0564-49bc-bf07-ee79534e78b8,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00011/00011_6b725ce5-0564-49bc-bf07-ee79534e78b8.mov,00086/35dedbe5-b7f4-4fbf-8a66-a74b0a4e5b4f_face_crop.png,grl-mleng-dsfactory-training-faces,29.97421070744236,47.0738,1411,1280x720,h264,aac,0.0,,inswapper_128,Male,,45–54,Windows Camera App (Windows default),Windows laptop,Hp elitebook 1040G3,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'beat', 'type': 'gesture', 'description': 'jaw clench'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimicking writing'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point forward'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}]",variable,['v1.0.0_dataset'],2025-06-13T16:05:00.397180Z,,47.0738,259187/8647,259187/8647,1280,720,False,,h264,1411,41875457,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/259187,True,mov,,,,,,,facefusion-identity-swap/00011
00397--ad5df470-4ec9-4664-9741-4df41989750a,raw,397,ad5df470-4ec9-4664-9741-4df41989750a,grl-mleng-dsfactory-training-video-data,raw/00397/ad5df470-4ec9-4664-9741-4df41989750a.mov,,,30.0,48.734,1461,1280x720,h264,aac,,,,Male,Spanish,25–34,OBS Studio,Windows desktop,Windows Intel,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic typing'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'facial', 'type': 'pose', 'description': 'smile'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:01.847582Z,,48.7,30/1,30/1,1280,720,True,aac,h264,1461,2675876,High,yuv420p,yuv420p,tv,bt709,bt709,bt709,left,progressive,1/15360,False,mp4,0.000685,1.0,1459.0,512.0,1024.0,True,raw/00397
00397--ad5df470-4ec9-4664-9741-4df41989750a,facefusion-v1,397,ad5df470-4ec9-4664-9741-4df41989750a,grl-mleng-dsfactory-training-video-data,facefusion/00397/00397_ad5df470-4ec9-4664-9741-4df41989750a.mov,/00397.jpg,grl-mleng-dsfactory-training-faces,30.0,48.734,1461,1280x720,h264,aac,1.0,,inswapper_128,Male,Spanish,25–34,OBS Studio,Windows desktop,Windows Intel,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic typing'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'facial', 'type': 'pose', 'description': 'smile'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'thumbs up'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:01.847582Z,,48.733333,30/1,30/1,1280,720,False,,h264,1462,15928463,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/15360,False,mov,,,,,,,facefusion/00397
00088--247fe34c-4385-4a94-b725-71519a9f63b0,raw,88,247fe34c-4385-4a94-b725-71519a9f63b0,grl-mleng-dsfactory-training-video-data,raw/00088/247fe34c-4385-4a94-b725-71519a9f63b0.mov,,,30.460036746091884,48.7852,1486,1280x720,h264,aac,,,,Female,,25–34,Windows Camera App (Windows default),Windows laptop,"HP ProBook 450 G10 15.6"" Business Laptop",False,"[{'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'postural', 'type': 'pose', 'description': 'tilted head'}, {'category': 'beat', 'type': 'gesture', 'description': 'bouncing hand'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point to self'}]",variable,['v1.0.0_dataset'],2025-06-13T16:06:16.951381Z,,48.7852,31/1,44580000/1463557,1280,720,True,aac,h264,1486,8210392,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.954209,1417.0,68.0,945.0,1442.0,True,raw/00088
00088--247fe34c-4385-4a94-b725-71519a9f63b0,facefusion-v1,88,247fe34c-4385-4a94-b725-71519a9f63b0,grl-mleng-dsfactory-training-video-data,facefusion/00088/00088_247fe34c-4385-4a94-b725-71519a9f63b0.mov,,,30.460036746091884,48.7852,1486,1280x720,h264,aac,1.0,,inswapper_128,Female,,25–34,Windows Camera App (Windows default),Windows laptop,"HP ProBook 450 G10 15.6"" Business Laptop",False,"[{'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'postural', 'type': 'pose', 'description': 'tilted head'}, {'category': 'beat', 'type': 'gesture', 'description': 'bouncing hand'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'peace sign'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point to self'}]",variable,['v1.0.0_dataset'],2025-06-13T16:06:16.951381Z,,48.785233,132623/4354,132623/4354,1280,720,False,,h264,1486,27409806,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/132623,True,mov,,,,,,,facefusion/00088
00303--ce0bf955-2d9d-4e0b-a864-79d0968d84af,raw,303,ce0bf955-2d9d-4e0b-a864-79d0968d84af,grl-mleng-dsfactory-training-video-data,raw/00303/ce0bf955-2d9d-4e0b-a864-79d0968d84af.mov,00303/ce0bf955-2d9d-4e0b-a864-79d0968d84af_face_crop.png,grl-mleng-dsfactory-training-faces,16.629829586489013,61.265958,1017,1280x720,h264,aac,,,,Male,English,35–44,Windows Camera App (Windows default),Windows laptop,Asus Swift 3,True,"[{'type': 'speaking', 'description': 'Describe your ideal home'}]",forward,['v1.0.0_dataset'],2025-06-16T18:13:07.101101Z,,61.265979,199/12,6102000/366931,1280,720,True,aac,h264,1017,4587926,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.950787,966.0,50.0,1363.0,2074.0,True,raw/00303
00303--ce0bf955-2d9d-4e0b-a864-79d0968d84af,facefusion-v1,303,ce0bf955-2d9d-4e0b-a864-79d0968d84af,grl-mleng-dsfactory-training-video-data,facefusion/00303/00303_ce0bf955-2d9d-4e0b-a864-79d0968d84af.mov,/00303.jpg,grl-mleng-dsfactory-training-faces,16.629829586489013,61.265958,1017,1280x720,h264,aac,1.0,,inswapper_128,Male,English,35–44,Windows Camera App (Windows default),Windows laptop,Asus Swift 3,True,"[{'type': 'speaking', 'description': 'Describe your ideal home'}]",forward,['v1.0.0_dataset'],2025-06-16T18:13:07.101101Z,,61.155167,807029/48529,807029/48529,1280,720,False,,h264,1017,23719360,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/807029,True,mov,,,,,,,facefusion/00303
00065--47b40c12-ccb2-44c5-8bdb-211494ac024f,raw,65,47b40c12-ccb2-44c5-8bdb-211494ac024f,grl-mleng-dsfactory-training-video-data,raw/00065/47b40c12-ccb2-44c5-8bdb-211494ac024f.mov,00065/47b40c12-ccb2-44c5-8bdb-211494ac024f_face_crop.png,grl-mleng-dsfactory-training-faces,29.98298718143076,59.393,1780,1280x720,h264,aac,,,,Male,,18–24,Windows Camera App (Windows default),Windows laptop,Google Chrome: Version 135.0.7049.120 (Official Build) (64-bit) Platform: 16209.59.0 (Official Build) stable-channel dedede Channel: stable-channel Firmware Version: Google_Magolor.13606.667.0 ARC Enabled: true ARC: 13328662 Enterprise Enrolled: false Developer Mode: false,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",forward,['v1.0.0_dataset'],2025-06-13T16:05:26.961399Z,,59.392,30000/1001,1780000/59367,1280,720,True,aac,h264,1780,7626671,High,yuv420p,yuv420p,unknown,unknown,unknown,unknown,left,progressive,1/16000,True,mp4,0.630691,1122.0,657.0,512.0,1072.0,True,raw/00065
00065--47b40c12-ccb2-44c5-8bdb-211494ac024f,facefusion-v1,65,47b40c12-ccb2-44c5-8bdb-211494ac024f,grl-mleng-dsfactory-training-video-data,facefusion/00065/00065_47b40c12-ccb2-44c5-8bdb-211494ac024f.mov,00065/47b40c12-ccb2-44c5-8bdb-211494ac024f_face_crop.png,grl-mleng-dsfactory-training-faces,29.98298718143076,59.393,1780,1280x720,h264,aac,1.0,,inswapper_128,Male,,18–24,Windows Camera App (Windows default),Windows laptop,Google Chrome: Version 135.0.7049.120 (Official Build) (64-bit) Platform: 16209.59.0 (Official Build) stable-channel dedede Channel: stable-channel Firmware Version: Google_Magolor.13606.667.0 ARC Enabled: true ARC: 13328662 Enterprise Enrolled: false Developer Mode: false,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",forward,['v1.0.0_dataset'],2025-06-13T16:05:26.961399Z,,59.367,965782/32211,965782/32211,1280,720,False,,h264,1780,26836904,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/965782,True,mov,,,,,,,facefusion/00065
00355--b69e357e-c868-4ab9-ab00-3ca24d717b29,raw,355,b69e357e-c868-4ab9-ab00-3ca24d717b29,grl-mleng-dsfactory-training-video-data,raw/00355/b69e357e-c868-4ab9-ab00-3ca24d717b29.mov,,,30.15723357643992,48.103938,1450,1280x720,h264,aac,,,,Male,Portuguese,18–24,Windows Camera App (Windows default),Windows laptop,Lenovo IdeaPad Gaming 15iah7,True,"[{'type': 'speaking', 'description': 'Describe your morning routine'}]",right,['v1.0.0_dataset'],2025-06-16T18:15:07.500595Z,,48.103938,60/1,1087500/36061,1280,720,True,aac,h264,1450,8231811,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.954451,1383.0,66.0,944.0,1449.0,True,raw/00355
00355--b69e357e-c868-4ab9-ab00-3ca24d717b29,facefusion-v1,355,b69e357e-c868-4ab9-ab00-3ca24d717b29,grl-mleng-dsfactory-training-video-data,facefusion/00355/00355_b69e357e-c868-4ab9-ab00-3ca24d717b29.mov,/00355.jpg,grl-mleng-dsfactory-training-faces,30.15723357643992,48.103938,1450,1280x720,h264,aac,1.0,,inswapper_128,Male,Portuguese,18–24,Windows Camera App (Windows default),Windows laptop,Lenovo IdeaPad Gaming 15iah7,True,"[{'type': 'speaking', 'description': 'Describe your morning routine'}]",right,['v1.0.0_dataset'],2025-06-16T18:15:07.500595Z,,48.081333,869041/28817,869041/28817,1280,720,False,,h264,1450,18012899,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/869041,True,mov,,,,,,,facefusion/00355
00289--6e8eb78b-e285-4eab-a955-1f3ad5307df3,raw,289,6e8eb78b-e285-4eab-a955-1f3ad5307df3,grl-mleng-dsfactory-training-video-data,raw/00289/6e8eb78b-e285-4eab-a955-1f3ad5307df3.mov,,,29.84221224000657,34.078167,1016,1280x720,h264,aac,,,,Male,Greek,25–34,Windows Camera App (Windows default),Windows laptop,HP ZBook Fury,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'lip biting'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic writing'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}, {'category': 'facial', 'type': 'pose', 'description': 'frown'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'head', 'type': 'pose', 'description': 'chin tuck'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:17.952589Z,,34.078167,60/1,7620000/255343,1280,720,True,aac,h264,1016,8186042,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.930049,944.0,71.0,898.0,1600.0,True,raw/00289
00289--6e8eb78b-e285-4eab-a955-1f3ad5307df3,facefusion-identity-swap-v1,289,6e8eb78b-e285-4eab-a955-1f3ad5307df3,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00289/00289_6e8eb78b-e285-4eab-a955-1f3ad5307df3.mov,00349/5be3815f-e96d-493d-bb92-50205a33d191_face_crop.png,grl-mleng-dsfactory-training-faces,29.84221224000657,34.078167,1016,1280x720,h264,aac,0.0,,inswapper_128,Male,Greek,25–34,Windows Camera App (Windows default),Windows laptop,HP ZBook Fury,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'lip biting'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic writing'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}, {'category': 'facial', 'type': 'pose', 'description': 'frown'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'head', 'type': 'pose', 'description': 'chin tuck'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:17.952589Z,,34.045733,910277/30503,910277/30503,1280,720,False,,h264,1016,38463279,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/910277,True,mov,,,,,,,facefusion-identity-swap/00289
00086--a36b451c-ef28-4cae-951c-7aebad84a8d1,raw,86,a36b451c-ef28-4cae-951c-7aebad84a8d1,grl-mleng-dsfactory-training-video-data,raw/00086/a36b451c-ef28-4cae-951c-7aebad84a8d1.mov,,,29.982517081407995,36.353958,1089,1280x720,h264,aac,,,,Male,,18–24,Windows Camera App (Windows default),Windows laptop,HP Elitebook 840 G6,False,"[{'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimicking using a phone'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'postural', 'type': 'pose', 'description': 'tilted head'}, {'category': 'affective', 'type': 'gesture', 'description': 'lip biting'}, {'category': 'facial', 'type': 'pose', 'description': 'frown'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'raised fist'}, {'category': 'beat', 'type': 'gesture', 'description': 'chin thrust'}]",variable,['v1.0.0_dataset'],2025-06-13T16:05:31.205236Z,,36.353979,60/1,6534000/217927,1280,720,True,aac,h264,1089,8225682,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.917279,998.0,90.0,944.0,1447.0,True,raw/00086
